Título,Autor,Portada,Páginas,Fecha de publicación,Sinopsis,URL,Colección
Rojo y negro,Stendhal,https://www.catedra.com/imagenes/libros/grande/9788437605579-rojo-y-negro.jpg,704,28/04/2006,"Marie-Henri Beyle (1783-1842), que sería conocido como ""Stendhal"", nació en Grenoble y tuvo una infancia marcada por el odio hacia su padre. Milán le abrió las puertas del amor y la literatura y París le acogió durante muchos años. Cuando murió, desconocido del gran público, su epitafio rezaba, en italiano: ""Visse, scrisse, amò"".
""Rojo y negro"" es la historia de la ascensión y posterior caída del protagonista, Julián Sorel, en la asfixiante atmósfera de la sociedad francesa anterior a 1830. Es una pieza clave en la novela europea del siglo XIX.",https://www.catedra.com/libro/letras-universales/rojo-y-negro-stendhal-9788437605579/,Letras Universales
Cuentos de Canterbury,Geoffrey Chaucer,https://www.catedra.com/imagenes/libros/grande/9788437606736-cuentos-de-canterbury.jpg,648,12/04/2006,"La peregrinación al santuario de Canterbury para visitar la tumba de Santo Tomás Beckett es el marco en el que se desarrolla esta colección de cuentos. Sus personajes son peregrinos que representan a las distintas categorías sociales. Junto a una sutil ironía, mezcla de sátira y humor, aparecen interesantes aseveraciones astronómicas, médicas y de alquimia que han sido estudiadas seriamente por especialistas en estas materias.",https://www.catedra.com/libro/letras-universales/cuentos-de-canterbury-geoffrey-chaucer-9788437606736/,Letras Universales
Cantares completos,Ezra Pound,https://www.catedra.com/imagenes/libros/grande/9788437612553-cantares-completos.jpg,936,30/03/2006,"Ezra Pound es uno de los grandes poetas de la llamada poesía norteamericana moderna. Desde sus primeros esfuerzos, se dirige a la búsqueda de una nueva tensión expresiva, la frase compacta y precisa, en la que toda palabra cumple una función específica. En Europa buscó una sociedad, como la que creyó había existido en la Roma y Grecia clásicas, y también en China, en la que la cultura y el arte no se encontraran sometidos a las leyes del mercado. La fascinación y el entusiasmo por la cultura y la civilización italianas y lo que éstas habían significado en la historia europea, le llevaron a serias confusiones ideológicas y políticas, por las que sufrió duras persecuciones personales y lamentables incomprensiones literarias.
Su poema ""The Cantos"", que esta edición bilingüe recoge bajo el título de ""Cantares completos"", está compuesto por 117 secciones escritas a lo largo de medio siglo de continuo trabajo. Con esta obra ingente, Pound quiso construir un poema épico que no se limitara a un solo pueblo y a su lengua, sino a la ""tribu"", a la humanidad en su conjunto.",https://www.catedra.com/libro/letras-universales/cantares-completos-ezra-pound-9788437612553/,Letras Universales
"Ensayos, III",Michel de Montaigne,https://www.catedra.com/imagenes/libros/grande/9788437606590-ensayos-iii.jpg,392,30/03/2006,"Los ""Ensayos"" de Montaigne son una obra miscelánea en la cual tienen cabida las más diversas reflexiones sobre lecturas y sobre su propia experiencia personal, enriquecida por sus largos viajes. Montaigne fue un escritor barroco en el sentido de que no es posible encontrar en sus escritos un propósito lineal ni un objetivo definido. En los ""Ensayos"", el autor anota sus opiniones y reflexiones sobre el hombre, el pensamiento, la moral, la vida y la muerte sin seguir un guion ni un esquema, agrupadas en capítulos muy genéricos. Su primera intención fue escribir una obra filosófica, heredera de los clásicos latinos, pero a medida que va engrosándose su experiencia personal, y después de las abundantes variaciones y ampliaciones, va derivando hacia una verdadera preparación para el bien morir. Pensar la muerte posibilita nuestra libertad y la reflexión dota a la libertad de saber.",https://www.catedra.com/libro/letras-universales/ensayos-iii-michel-de-montaigne-9788437606590/,Letras Universales
Canciones de Inocencia y de Experiencia,William Blake,https://www.catedra.com/imagenes/libros/grande/9788437606682-canciones-de-inocencia-y-de-experiencia.jpg,176,27/03/2006,"La actividad y energía creadoras de William Blake (1757-1827) están impregnadas de un estado místico, consecuencia del contexto histórico en que vivió. En ""Canciones de Inocencia y de Experiencia"" reúne toda la formulación simbólica de un universo poético rico y fructífero en el que se identifican un proceso ritual con la esencia de la poesía. La inocencia y la experiencia representan tanto estados contrarios del alma humana, como situaciones sociales incompatibles en las que confluyen circunstancias materiales y relaciones sociales que implican un cambio de vida y sensibilidad.",https://www.catedra.com/libro/letras-universales/canciones-de-inocencia-y-de-experiencia-william-blake-9788437606682/,Letras Universales
Historia de dos ciudades,Charles Dickens,https://www.catedra.com/imagenes/libros/grande/9788437619538-historia-de-dos-ciudades.jpg,512,24/03/2006,"Charles Dickens es sin duda el más famoso novelista victoriano, y probablemente el que más ha contribuido a crear una imagen de la época incluso en quienes no lo han leído. El escritor mantuvo una postura crítica ante las instituciones más representativas del victorianismo, desde el Parlamento al sistema educativo, desde las teorías económicas del utilitarismo al funcionamiento de la justicia, la administración, la sanidad pública y los asilos para indigentes. Dickens es, sobre todo, una de las mayores imaginaciones creadoras en lengua inglesa.
""Historia de dos ciudades"" es una de las novelas más conocidas de Dickens. La historia transcurre entre dos ciudades, Londres y París, durante la época de la Revolución Francesa. La indiferencia de Dickens por la política y su desprecio por los políticos alejan la novela de cualquier debate político o filosófico sobre la revolución. Sin embargo, al suprimir dichos debates en torno a los acontecimientos revolucionarios, Dickens otorga a las masas populares francesas un protagonismo, autonomía y actividad histórica que no tuvieron, presentando además la revolución como justo castigo a la aristocracia por los siglos de explotación y maltrato del pueblo.",https://www.catedra.com/libro/letras-universales/historia-de-dos-ciudades-charles-dickens-9788437619538/,Letras Universales
Antología poética,Friedrich Hölderlin,https://www.catedra.com/imagenes/libros/grande/9788437619422-antologia-poetica.jpg,256,24/03/2006,"Johann Christian Friedrich Hölderlin (1770-1843) vivió una vida dramática marcada desde su infancia por la incurable nostalgia de la figura paterna (su padre murió cuando él tenía dos años) y la dependencia de una madre dominante con la que mantuvo toda su vida una relación de amor-odio; en su juventud, el amor imposible y las decepciones políticas terminan con una brusca crisis vital que inicia el descenso del poeta a los infiernos: alejamiento de sus amigos, incomprensión, enfermedad y encierro en sí mismo.
Hölderlin, en el umbral del Romanticismo, no pleitea, no se rebela. Pero su grandeza y genialidad le llevan a persistir en la creación de una obra decisiva, a pesar de todos los obstáculos, hasta que su salud se quiebre ante el exceso de sufrimiento.",https://www.catedra.com/libro/letras-universales/antologia-poetica-friedrich-holderlin-9788437619422/,Letras Universales
Convivio,Dante Alighieri,https://www.catedra.com/imagenes/libros/grande/9788437622828-convivio.jpg,640,23/03/2006,"Entre los años 1303 y 1307, aproximadamente, Dante Alighieri (1265-1321) abordó la escritura de esta ambiciosa obra, en la que declaraba haber superado su etapa juvenil «stilnovista» por haber encontrado un amor que sublimaba al de Beatriz: el amor por la Filosofía. Con el «Convivio» -así titulado porque su idea matriz es la metáfora de hacer un convite de sabiduría-, Dante retoma y revitaliza al mismo tiempo el procedimiento ya ensayado en la «Vida Nueva», la antología y exégesis de su propia producción lírica, e inaugura una etapa en su itinerario intelectual, espiritual y poético, con la que trata de resarcirse de dos experiencias traumáticas, la muerte de Beatriz y el destierro de su Florencia natal.
A través de un tributo constante a toda la tradición literaria anterior, Dante narra en el «Convivio» su formación filosófica, sapiencial y metalingüística. Frutos de ese proceso son la teorización y aplicación de la dignidad literaria del romance toscano, así como la convicción de que para alcanzar la plena humanidad, el individuo debe impregnarse de la sabiduría y la nobleza que emanan de su Creador. La inconclusión de la obra, debida al progresivo desinterés del poeta por la dimensión municipal y terrenal de la existencia humana a favor de una concepción más universal y trascendental de la misma, supuso la incuria del texto autógrafo y su difusión póstuma y defectuosa.",https://www.catedra.com/libro/letras-universales/convivio-dante-alighieri-9788437622828/,Letras Universales
Vidas de los Césares,Suetonio,https://www.catedra.com/imagenes/libros/grande/9788437616360-vidas-de-los-cesares.jpg,752,23/03/2006,"La originalidad de la obra de Suetonio ""Vidas de los Césares"" consiste en haber experimentado para narrar la vida de personajes de la vida pública (doce emperadores romanos) el modelo de la biografía alejandrina que solía aplicarse para las personalidades de la literatura o la cultura.",https://www.catedra.com/libro/letras-universales/vidas-de-los-cesares-suetonio-9788437616360/,Letras Universales
Poesías,Catulo,https://www.catedra.com/imagenes/libros/grande/9788437622934-poesias.jpg,808,17/03/2006,"Es opinión común, basándose en la ""Chronica"" de Jerónimo, que Catulo murió treinta años después de su nacimiento en Verona en el año 84. Muy pocas cosas de su vida podemos colegir a partir de su poesía y por datos posteriores: que fue de rica familia provincial, frecuentada por César en sus viajes a la Galia, que se trasladó a Roma de joven con la intención de hacer política, pero terminó dedicándose a la poesía, y que sus poemas hicieron célebre a su amada Lesbia, pseudónimo que ocultaba a una mujer real que Catulo nos presenta como culta, entendida en poesía, libre, casada y bella. Catulo heredó de Calímaco una visión sobre la responsabilidad del poeta que le hace estar por encima de los géneros y de las técnicas tradicionales, manifestando su individualidad estética al defender polémicamente su poesía contra opciones poéticas rivales. Catulo convirtió, además, la poesía ligera de los aristócratas, en opción vital. La seriedad con la que relata su pasión por Lesbia y el papel que desempeñan sus diversas alternativas le diferencian de todos sus contemporáneos para quienes el amor era algo ligero o bien tabú del que no se hablaba. Transformó en lírica la ligereza y ocasionalidad del epigrama y convirtió el poema breve en vehículo de una nueva estética y de una nueva ética literarias.",https://www.catedra.com/libro/letras-universales/poesias-catulo-9788437622934/,Letras Universales
El asno de oro,Apuleyo,https://www.catedra.com/imagenes/libros/grande/9788437605685-el-asno-de-oro.jpg,304,16/03/2006,"Apuleyo nació en Madaura (cerca de Cartago, en el norte de África) ya iniciado el siglo II de nuestra era. Viajó a Grecia, Roma y Alejandría, ciudad en la que se vio envuelto en un proceso por practicar artes mágicas.
""Las metamorfosis"" o ""El asno de oro"", como se la conoce desde San Agustín, es una asombrosa novela que narra las vicisitudes del joven Lucio, transformado en asno por sus aficiones mágicas (en un indudable eco de las del autor). Numerosas anécdotas y narraciones entreveran el relato, de las que la más famosa quizá sea Eros y Psique.",https://www.catedra.com/libro/letras-universales/el-asno-de-oro-apuleyo-9788437605685/,Letras Universales
